Problem,dim,Mean,Variance
1.0,625.0,388.3,21.21
2.0,625.0,14.766666666666667,10.378888888888891
3.0,625.0,126377.9,2712359.89
4.0,625.0,215.63333333333333,13.032222222222224
5.0,625.0,354.9,13.489999999999998
6.0,625.0,155.5,4.25
7.0,625.0,394.56666666666666,15.778888888888892
8.0,625.0,195.66666666666663,5.088888888888889
9.0,625.0,385.8,23.826666666666664
10.0,625.0,378.1666666666667,18.47222222222223
11.0,625.0,14.666666666666666,9.622222222222224
12.0,625.0,14.433333333333334,12.37888888888889
13.0,625.0,17.933333333333334,7.328888888888888
14.0,625.0,11.5,7.983333333333333
15.0,625.0,8.0,1.8666666666666667
16.0,625.0,13.7,15.276666666666667
17.0,625.0,12.166666666666666,12.47222222222222
18.0,625.0,2.13254,0.0025909150666666
19.0,625.0,389.8666666666667,30.848888888888883
20.0,625.0,723.5333333333333,47.91555555555557
21.0,625.0,1068.2,128.6933333333333
22.0,625.0,-16541.933333333334,16457563.128888892
23.0,625.0,-17518.266666666666,430133.5288888889
1.0,100.0,91.0,1.8666666666666667
2.0,100.0,40.03333333333333,12.032222222222224
3.0,100.0,4740.1,3145.623333333333
4.0,100.0,50.0,0.0
5.0,100.0,83.1,1.7566666666666664
6.0,100.0,33.0,0.0
7.0,100.0,85.33333333333333,1.8222222222222224
8.0,100.0,45.3,0.2766666666666666
9.0,100.0,87.4,1.9733333333333327
10.0,100.0,73.0,5.666666666666667
11.0,100.0,40.36666666666667,18.56555555555555
12.0,100.0,43.06666666666667,31.395555555555557
13.0,100.0,33.0,0.0
14.0,100.0,13.433333333333334,10.71222222222222
15.0,100.0,19.6,3.973333333333333
16.0,100.0,32.733333333333334,26.59555555555555
17.0,100.0,20.6,29.24
18.0,100.0,4.70207,0.0414464794333333
19.0,100.0,89.46666666666667,1.048888888888889
20.0,100.0,170.8,12.426666666666671
21.0,100.0,261.8,37.426666666666655
22.0,100.0,47.2,0.4266666666666666
23.0,100.0,9.7,0.21
1.0,225.0,169.9,3.4233333333333333
2.0,225.0,23.6,6.44
3.0,225.0,19921.33333333333,95024.22222222223
4.0,225.0,96.03333333333332,2.49888888888889
5.0,225.0,154.9,5.623333333333331
6.0,225.0,70.83333333333333,0.8055555555555555
7.0,225.0,169.53333333333333,8.448888888888886
8.0,225.0,86.2,1.426666666666666
9.0,225.0,165.6,4.64
10.0,225.0,153.16666666666666,8.472222222222221
11.0,225.0,25.0,16.933333333333334
12.0,225.0,25.166666666666668,40.072222222222216
13.0,225.0,28.9,22.82333333333333
14.0,225.0,14.133333333333333,13.04888888888889
15.0,225.0,12.6,5.24
16.0,225.0,19.73333333333333,9.528888888888888
17.0,225.0,15.633333333333333,12.565555555555552
18.0,225.0,3.907763333333334,0.0118544263222222
19.0,225.0,170.26666666666668,6.262222222222222
20.0,225.0,302.2,12.626666666666669
21.0,225.0,451.6666666666667,57.6888888888889
22.0,225.0,87.46666666666667,2.248888888888889
23.0,225.0,13.6,0.2399999999999999
1.0,400.0,269.4,14.239999999999998
2.0,400.0,17.4,11.039999999999996
3.0,400.0,56970.3,755173.4766666668
4.0,400.0,150.0,7.266666666666667
5.0,400.0,246.13333333333333,16.782222222222224
6.0,400.0,110.46666666666668,3.8488888888888897
7.0,400.0,265.2,10.42666666666667
8.0,400.0,135.16666666666666,3.072222222222222
9.0,400.0,265.8,11.093333333333335
10.0,400.0,253.33333333333331,21.22222222222222
11.0,400.0,17.566666666666666,7.845555555555557
12.0,400.0,17.733333333333334,7.595555555555558
13.0,400.0,21.266666666666666,12.928888888888888
14.0,400.0,12.066666666666666,7.728888888888888
15.0,400.0,8.933333333333334,2.928888888888889
16.0,400.0,16.766666666666666,9.512222222222222
17.0,400.0,12.833333333333334,7.805555555555557
18.0,400.0,2.77191,0.0071489542333333
19.0,400.0,268.8666666666667,8.44888888888889
20.0,400.0,494.8666666666667,40.18222222222224
21.0,400.0,718.8666666666667,42.84888888888891
22.0,400.0,86.43333333333334,10150.645555555557
23.0,400.0,-2959.6,411328.1066666666
